ID|Mosha|Udhetime_biznesore|Departamenti|Distanca_nga_shtepija|Fusha_edukimit|Ambientimi_punetorit|Gjinia|Involvimi_ne_detyra_pergjegjesi|Niveli_punes|Roli|Satisfaksioni_punedhenesit|Statusi_martesor|Ardhurat_mujore|Numri_kompanive_qe_kapunuar|OverTime|Ngritja_rroges_perqindje|Vite_pervoje_pune|Numri_trajnimeve_vitin_kaluar|Bilanci_pune_jete|Vitet_me_kompanine|Vitet_ne_rolin_aktual|Vitet_qe_nga_ngritja_pozites|Vitet_me_menagjerin_aktual|Largimi
1295|41|Travel_Rarely|Research & Development|5|Life Sciences|2|Male|4|2|Healthcare Representative|2|Single|6870|3|No|12|11|3|1|3|2|1|2|No
1296|41|Travel_Rarely|Sales|4|Marketing|3|Female|3|3|Sales Executive|3|Divorced|10447|0|Yes|13|23|3|4|22|14|13|5|No
1297|30|Travel_Rarely|Research & Development|10|Medical|1|Female|3|3|Manufacturing Director|3|Single|9667|9|No|14|9|3|3|7|7|0|2|No
1298|26|Travel_Rarely|Human Resources|20|Medical|4|Female|3|1|Human Resources|2|Married|2148|0|Yes|11|6|3|3|5|1|1|4|Yes
1299|46|Travel_Rarely|Research & Development|21|Medical|4|Female|3|2|Healthcare Representative|2|Married|8926|4|No|22|13|2|4|9|7|3|7|Yes
1300|40|Travel_Rarely|Research & Development|1|Life Sciences|3|Female|3|2|Healthcare Representative|4|Divorced|6513|4|No|17|12|3|3|5|3|0|3|No
1301|34|Travel_Rarely|Sales|8|Technical Degree|2|Male|4|2|Sales Executive|3|Married|6799|1|No|21|10|5|3|10|8|4|8|No
1302|58|Non-Travel|Sales|2|Medical|2|Male|3|4|Manager|2|Divorced|16291|4|No|22|37|0|2|16|9|14|14|No
1303|35|Travel_Rarely|Research & Development|23|Medical|2|Male|1|1|Laboratory Technician|3|Married|2705|0|No|16|6|2|4|5|4|0|3|No
1304|47|Travel_Rarely|Research & Development|4|Life Sciences|3|Female|2|3|Manufacturing Director|2|Divorced|10333|8|Yes|12|28|4|3|22|11|14|10|No
1305|40|Travel_Rarely|Research & Development|12|Life Sciences|2|Female|3|2|Healthcare Representative|1|Divorced|4448|2|No|12|15|3|3|7|4|7|7|No
1306|54|Travel_Rarely|Research & Development|7|Medical|4|Female|3|2|Research Scientist|4|Married|6854|4|No|15|14|2|2|7|1|1|7|No
1307|31|Travel_Frequently|Sales|7|Marketing|1|Female|3|3|Sales Executive|1|Married|9637|2|No|14|9|3|3|3|2|2|2|No
1308|28|Travel_Rarely|Research & Development|1|Medical|3|Female|3|1|Research Scientist|1|Married|3591|1|No|25|3|3|3|3|2|1|2|No
1309|38|Travel_Rarely|Sales|2|Marketing|2|Female|1|2|Sales Representative|4|Married|5405|2|Yes|20|20|4|2|4|2|0|3|No
1310|26|Travel_Rarely|Sales|10|Medical|3|Male|3|2|Sales Executive|4|Single|4684|1|No|13|5|4|3|5|3|1|2|No
1311|58|Travel_Frequently|Research & Development|15|Life Sciences|1|Male|3|4|Research Director|3|Married|15787|2|Yes|14|23|3|3|2|2|2|2|No
1312|18|Non-Travel|Research & Development|14|Medical|2|Female|3|1|Research Scientist|3|Single|1514|1|No|16|0|4|1|0|0|0|0|No
1313|31|Travel_Rarely|Human Resources|18|Human Resources|4|Male|4|1|Human Resources|1|Married|2956|0|No|17|2|4|3|1|0|0|0|Yes
1314|29|Travel_Rarely|Human Resources|13|Human Resources|1|Male|2|1|Human Resources|1|Divorced|2335|4|Yes|15|4|3|3|2|2|2|0|Yes
1315|45|Non-Travel|Sales|2|Life Sciences|3|Female|3|2|Sales Executive|3|Married|5154|4|No|22|10|3|4|8|7|5|7|No
1316|36|Travel_Rarely|Research & Development|2|Other|4|Female|3|2|Research Scientist|2|Married|6962|4|Yes|22|15|2|3|1|0|0|0|No
1317|43|Travel_Frequently|Sales|2|Life Sciences|1|Male|3|2|Sales Executive|4|Married|5675|1|No|20|7|5|3|7|7|7|7|No
1318|27|Travel_Frequently|Research & Development|5|Life Sciences|4|Female|3|1|Laboratory Technician|4|Single|2379|0|Yes|14|6|3|2|5|4|0|2|No
1319|29|Travel_Frequently|Research & Development|20|Medical|4|Male|3|1|Laboratory Technician|4|Married|3812|1|No|13|11|3|4|11|8|3|10|No
1320|32|Travel_Frequently|Sales|10|Marketing|4|Male|3|2|Sales Executive|4|Single|4648|8|No|13|4|2|4|0|0|0|0|No
1321|42|Non-Travel|Research & Development|10|Technical Degree|3|Male|3|1|Research Scientist|3|Married|2936|3|No|22|10|1|2|6|3|3|3|No
1322|47|Travel_Rarely|Research & Development|9|Life Sciences|2|Female|3|1|Laboratory Technician|3|Single|2105|4|No|12|7|2|3|2|2|2|0|No
1323|46|Travel_Rarely|Research & Development|2|Life Sciences|4|Male|3|3|Manufacturing Director|4|Divorced|8578|3|No|14|12|4|2|9|8|4|7|No
1324|28|Non-Travel|Human Resources|1|Life Sciences|3|Male|3|1|Human Resources|4|Divorced|2706|1|No|15|3|2|3|3|2|2|2|No
1325|29|Travel_Rarely|Research & Development|29|Life Sciences|4|Male|1|2|Healthcare Representative|3|Divorced|6384|8|No|17|11|3|3|7|0|1|6|No
1326|42|Travel_Rarely|Research & Development|8|Life Sciences|4|Male|3|1|Laboratory Technician|3|Single|3968|4|No|13|8|3|3|0|0|0|0|No
1327|32|Travel_Rarely|Sales|2|Marketing|3|Male|2|2|Sales Executive|2|Single|9907|7|Yes|12|7|3|2|2|2|2|2|Yes
1328|46|Travel_Rarely|Sales|3|Technical Degree|1|Female|4|4|Sales Executive|1|Divorced|13225|2|No|12|25|5|3|19|17|2|8|No
1329|27|Travel_Rarely|Sales|23|Medical|2|Female|2|2|Sales Representative|3|Married|3540|1|No|21|9|5|3|9|8|5|8|No
1330|29|Travel_Rarely|Human Resources|6|Medical|4|Male|2|1|Human Resources|2|Married|2804|1|No|11|1|3|3|1|0|0|0|No
1331|43|Travel_Rarely|Research & Development|6|Medical|1|Female|2|5|Manager|3|Married|19392|7|No|13|21|2|3|16|12|6|14|No
1332|48|Travel_Rarely|Research & Development|10|Life Sciences|4|Male|2|5|Research Director|2|Married|19665|4|No|12|29|3|3|22|10|12|9|No
1333|29|Travel_Frequently|Research & Development|24|Life Sciences|4|Male|2|1|Research Scientist|4|Single|2439|1|Yes|24|1|3|2|1|0|1|0|Yes
1334|46|Travel_Rarely|Sales|10|Life Sciences|3|Female|3|3|Sales Executive|2|Married|7314|5|No|21|14|2|3|8|7|0|7|Yes
1335|27|Travel_Frequently|Research & Development|15|Life Sciences|4|Female|2|1|Research Scientist|1|Married|4774|0|No|19|8|2|2|7|6|7|3|No
1336|39|Travel_Rarely|Research & Development|19|Other|4|Male|3|2|Research Scientist|4|Divorced|3902|8|No|14|7|2|3|2|2|2|2|No
1337|55|Travel_Rarely|Research & Development|2|Technical Degree|2|Male|2|1|Research Scientist|4|Married|2662|8|No|20|19|2|4|5|2|0|4|No
1338|28|Travel_Rarely|Sales|3|Medical|2|Female|3|1|Sales Representative|2|Married|2856|1|No|19|1|3|3|1|0|0|0|No
1339|30|Travel_Rarely|Sales|9|Medical|2|Male|3|1|Sales Representative|4|Single|1081|1|No|13|1|3|2|1|0|0|0|Yes
1340|22|Travel_Rarely|Research & Development|7|Life Sciences|4|Male|3|1|Research Scientist|2|Single|2472|1|Yes|23|1|2|3|1|0|0|0|Yes
1341|36|Travel_Rarely|Sales|10|Technical Degree|2|Female|2|2|Sales Executive|3|Married|5673|1|Yes|13|10|4|3|10|9|1|7|No
1342|31|Travel_Rarely|Research & Development|20|Life Sciences|2|Male|3|2|Laboratory Technician|3|Divorced|4197|1|No|11|10|2|3|10|8|0|2|No
1343|34|Travel_Rarely|Sales|4|Life Sciences|3|Male|3|3|Sales Executive|4|Married|9713|2|Yes|13|9|3|3|5|3|1|0|No
1344|29|Travel_Rarely|Research & Development|7|Life Sciences|4|Male|3|1|Laboratory Technician|1|Single|2062|3|No|14|11|2|3|3|2|1|2|No
1345|37|Travel_Rarely|Research & Development|7|Medical|4|Male|3|2|Research Scientist|1|Married|4284|5|Yes|22|16|2|3|5|3|0|4|No
1346|35|Travel_Rarely|Research & Development|16|Other|4|Female|2|2|Manufacturing Director|2|Married|4788|0|Yes|11|4|2|3|3|2|0|2|No
1347|45|Travel_Rarely|Research & Development|25|Life Sciences|2|Female|2|2|Manufacturing Director|4|Married|5906|0|No|13|10|2|2|9|8|3|8|No
1348|36|Travel_Frequently|Human Resources|2|Human Resources|2|Male|2|2|Human Resources|4|Single|3886|1|No|21|10|2|2|10|1|0|8|No
1349|40|Travel_Rarely|Research & Development|1|Life Sciences|1|Male|3|4|Manager|1|Divorced|16823|2|No|11|22|3|3|19|7|11|16|No
1350|26|Travel_Rarely|Research & Development|1|Life Sciences|2|Female|2|1|Research Scientist|3|Married|2933|1|Yes|13|1|3|2|1|0|1|0|No
1351|27|Travel_Rarely|Sales|2|Medical|1|Female|4|2|Sales Executive|3|Single|6500|0|No|14|9|5|2|8|7|0|7|No
1352|48|Travel_Frequently|Research & Development|22|Medical|4|Female|3|4|Manager|4|Divorced|17174|3|No|11|24|3|3|22|17|4|7|No
1353|44|Travel_Rarely|Research & Development|1|Life Sciences|2|Male|4|2|Healthcare Representative|1|Married|5033|2|No|15|10|5|3|2|0|2|2|No
1354|34|Non-Travel|Research & Development|16|Technical Degree|4|Male|1|1|Research Scientist|1|Married|2307|1|Yes|23|5|2|3|5|2|3|0|Yes
1355|56|Travel_Rarely|Research & Development|24|Life Sciences|1|Male|3|1|Laboratory Technician|4|Single|2587|1|No|16|5|3|3|4|2|1|0|Yes
1356|36|Travel_Rarely|Sales|17|Marketing|3|Male|2|2|Sales Executive|2|Married|5507|2|No|16|12|1|1|4|2|1|3|No
1357|41|Travel_Rarely|Sales|8|Marketing|3|Female|3|2|Sales Executive|2|Married|4393|5|No|21|14|3|3|5|4|1|4|No
1358|42|Travel_Rarely|Research & Development|6|Medical|3|Male|3|3|Research Director|1|Married|13348|9|No|13|18|3|4|13|7|5|7|No
1359|31|Travel_Rarely|Sales|10|Medical|3|Female|3|2|Sales Executive|4|Divorced|6583|2|Yes|11|8|2|3|5|2|1|4|No
1360|34|Travel_Rarely|Sales|3|Medical|4|Female|2|2|Sales Executive|4|Married|8103|3|Yes|12|9|3|2|4|2|0|1|No
1361|31|Travel_Rarely|Research & Development|4|Medical|1|Female|4|1|Laboratory Technician|3|Divorced|3978|8|No|12|4|0|2|2|2|2|2|No
1362|26|Travel_Frequently|Research & Development|6|Other|3|Male|4|1|Laboratory Technician|4|Married|2544|0|No|18|8|3|3|7|7|7|7|No
1363|45|Travel_Frequently|Research & Development|1|Medical|2|Male|3|2|Healthcare Representative|3|Single|5399|4|No|12|12|3|3|4|2|0|3|No
1364|33|Travel_Rarely|Sales|10|Marketing|2|Male|3|2|Sales Executive|3|Single|5487|1|No|14|10|2|2|10|4|0|9|No
1365|28|Travel_Frequently|Sales|1|Life Sciences|3|Male|2|2|Sales Executive|4|Married|6834|1|Yes|12|7|2|3|7|7|0|7|No
1366|29|Travel_Frequently|Sales|24|Technical Degree|3|Male|4|1|Sales Representative|1|Single|1091|1|No|17|1|3|3|1|0|0|0|Yes
1367|39|Non-Travel|Sales|21|Life Sciences|1|Female|1|2|Sales Executive|3|Married|5736|6|No|19|10|1|3|3|2|1|2|No
1368|27|Travel_Rarely|Research & Development|2|Technical Degree|2|Male|3|1|Research Scientist|2|Married|2226|1|No|11|6|3|2|5|3|1|2|No
1369|34|Travel_Frequently|Research & Development|22|Other|3|Male|2|2|Research Scientist|4|Married|5747|1|Yes|15|16|3|3|15|10|6|11|No
1370|28|Travel_Rarely|Sales|13|Marketing|4|Female|3|2|Sales Executive|3|Single|9854|3|Yes|11|6|0|3|2|0|2|2|Yes
1371|47|Non-Travel|Research & Development|14|Technical Degree|3|Male|3|2|Research Scientist|2|Married|5467|8|No|18|16|4|4|8|7|1|7|No
1372|56|Travel_Rarely|Sales|11|Marketing|4|Female|2|2|Sales Executive|1|Married|5380|4|No|16|6|3|3|0|0|0|0|No
1373|39|Travel_Rarely|Research & Development|9|Medical|1|Male|3|2|Manufacturing Director|1|Married|5151|1|No|25|10|3|3|10|0|7|9|No
1374|38|Travel_Frequently|Research & Development|8|Medical|4|Female|2|2|Research Scientist|2|Divorced|2133|1|Yes|16|20|3|3|20|11|0|7|No
1375|58|Travel_Rarely|Sales|21|Life Sciences|4|Female|3|4|Manager|4|Married|17875|4|Yes|13|29|2|2|1|0|0|0|No
1376|32|Travel_Frequently|Research & Development|5|Life Sciences|1|Female|4|1|Research Scientist|3|Single|2432|3|Yes|14|8|2|3|4|1|0|3|Yes
1377|38|Travel_Rarely|Research & Development|9|Life Sciences|2|Male|3|1|Research Scientist|4|Divorced|4771|2|No|19|10|0|4|5|2|0|3|No
1378|49|Travel_Frequently|Research & Development|2|Life Sciences|2|Male|3|5|Research Director|4|Married|19161|3|No|15|28|3|3|5|4|4|3|No
1379|42|Travel_Rarely|Sales|12|Marketing|2|Male|3|2|Sales Executive|4|Divorced|5087|3|Yes|12|14|4|3|0|0|0|0|No
1380|27|Travel_Frequently|Human Resources|22|Human Resources|1|Female|2|1|Human Resources|2|Married|2863|1|No|12|1|2|3|1|0|0|0|Yes
1381|35|Travel_Rarely|Sales|18|Medical|2|Male|3|2|Sales Executive|1|Married|5561|0|No|16|6|2|1|5|3|0|4|No
1382|28|Non-Travel|Research & Development|16|Medical|3|Male|3|1|Research Scientist|3|Single|2144|1|No|14|5|3|2|5|3|1|4|No
1383|31|Non-Travel|Research & Development|3|Medical|3|Male|3|1|Research Scientist|1|Divorced|3065|1|Yes|13|4|3|4|4|2|2|3|No
1384|36|Non-Travel|Research & Development|9|Life Sciences|1|Male|4|1|Laboratory Technician|2|Married|2810|1|No|22|5|3|3|5|4|0|2|No
1385|34|Travel_Rarely|Sales|1|Marketing|1|Male|3|3|Sales Executive|4|Single|9888|1|No|21|14|3|2|14|8|2|1|No
1386|34|Travel_Rarely|Sales|13|Medical|4|Male|3|3|Sales Executive|3|Divorced|8628|1|No|18|9|2|2|8|7|1|1|No
1387|26|Travel_Rarely|Research & Development|1|Medical|3|Male|3|1|Laboratory Technician|1|Single|2867|0|No|13|8|6|2|7|7|7|6|No
1388|29|Travel_Rarely|Research & Development|1|Life Sciences|1|Male|3|2|Healthcare Representative|1|Married|5373|0|No|12|6|5|2|5|3|0|2|No
1389|32|Non-Travel|Research & Development|15|Medical|3|Female|3|2|Healthcare Representative|4|Divorced|6667|5|No|18|9|6|3|5|1|1|2|No
1390|31|Travel_Frequently|Research & Development|1|Life Sciences|4|Male|1|2|Research Scientist|1|Married|5003|1|No|21|10|6|3|10|8|8|7|No
1391|28|Travel_Rarely|Research & Development|17|Technical Degree|3|Male|2|1|Laboratory Technician|4|Divorced|2367|5|No|12|6|2|2|4|1|0|3|Yes
1392|38|Travel_Rarely|Sales|1|Life Sciences|1|Male|2|1|Sales Representative|1|Single|2858|4|No|14|20|3|2|1|0|0|0|No
1393|35|Travel_Rarely|Sales|7|Life Sciences|3|Female|3|2|Sales Executive|4|Married|5204|1|Yes|11|10|2|3|10|8|0|9|No
1394|27|Travel_Rarely|Sales|9|Marketing|4|Male|3|2|Sales Executive|4|Single|4105|1|No|14|7|5|3|7|7|0|7|No
1395|32|Travel_Rarely|Research & Development|5|Life Sciences|4|Male|2|2|Manufacturing Director|4|Single|9679|8|No|24|8|1|3|1|0|0|0|No
1396|31|Travel_Frequently|Sales|26|Marketing|1|Male|3|2|Sales Executive|4|Married|5617|1|Yes|11|10|4|3|10|7|0|8|Yes
1397|53|Travel_Rarely|Sales|24|Life Sciences|1|Male|3|3|Sales Executive|1|Single|10448|6|Yes|13|15|2|2|2|2|2|2|Yes
1398|54|Travel_Rarely|Research & Development|9|Life Sciences|1|Female|3|2|Research Scientist|3|Married|2897|3|No|11|9|6|2|4|3|2|3|No
1399|33|Travel_Frequently|Research & Development|7|Life Sciences|4|Male|3|2|Healthcare Representative|3|Divorced|5968|1|No|20|9|2|3|9|7|2|8|No
1400|43|Travel_Rarely|Research & Development|11|Life Sciences|1|Male|3|3|Healthcare Representative|3|Married|7510|1|No|17|10|1|3|10|9|0|9|No
1401|38|Travel_Frequently|Human Resources|1|Other|4|Male|3|1|Human Resources|2|Married|2991|0|Yes|11|7|2|3|6|2|1|2|No
1402|55|Travel_Rarely|Human Resources|26|Human Resources|3|Male|4|5|Manager|2|Married|19636|4|Yes|18|35|0|3|10|9|1|4|No
1403|31|Travel_Rarely|Research & Development|2|Medical|4|Female|1|1|Laboratory Technician|4|Divorced|1129|1|Yes|11|1|4|3|1|0|0|0|No
1404|39|Travel_Rarely|Sales|15|Marketing|2|Male|3|4|Sales Executive|1|Single|13341|0|No|12|21|3|3|20|8|11|10|No
1405|42|Non-Travel|Research & Development|23|Life Sciences|4|Male|2|2|Research Scientist|3|Single|4332|1|No|12|20|2|3|20|9|3|7|No
1406|31|Non-Travel|Research & Development|10|Medical|3|Female|3|3|Research Director|3|Married|11031|4|No|20|13|2|4|11|7|4|8|No
1407|54|Travel_Rarely|Research & Development|10|Medical|3|Female|3|2|Manufacturing Director|1|Single|4440|6|Yes|19|9|3|3|5|2|1|4|No
1408|24|Travel_Rarely|Research & Development|1|Life Sciences|2|Male|2|2|Healthcare Representative|3|Single|4617|1|No|12|4|2|2|4|3|1|2|No
1409|23|Travel_Rarely|Research & Development|12|Other|4|Male|3|1|Laboratory Technician|4|Single|2647|1|No|13|5|6|4|5|2|1|4|No
1410|40|Travel_Frequently|Research & Development|11|Technical Degree|4|Female|3|2|Laboratory Technician|3|Married|6323|1|No|11|10|2|4|10|9|9|4|No
1411|40|Travel_Rarely|Sales|2|Marketing|2|Female|3|2|Sales Executive|2|Married|5677|3|No|14|15|4|3|11|8|5|10|No
1412|25|Travel_Rarely|Human Resources|2|Human Resources|3|Female|3|1|Human Resources|2|Married|2187|4|No|14|6|3|3|2|0|1|2|No
1413|30|Travel_Rarely|Research & Development|1|Medical|4|Male|3|1|Laboratory Technician|2|Married|3748|1|No|13|12|6|2|12|8|1|7|No
1414|25|Travel_Rarely|Research & Development|2|Other|4|Male|3|1|Laboratory Technician|3|Divorced|3977|6|Yes|19|7|2|2|2|2|0|2|No
1415|47|Travel_Rarely|Research & Development|25|Medical|1|Male|3|3|Healthcare Representative|3|Single|8633|2|No|23|25|3|3|17|14|12|11|No
1416|33|Non-Travel|Research & Development|1|Medical|2|Male|2|1|Laboratory Technician|3|Divorced|2008|1|No|12|1|2|2|1|1|0|0|No
1417|38|Travel_Rarely|Sales|1|Life Sciences|4|Male|3|2|Sales Executive|2|Married|4440|0|No|15|16|3|3|15|13|5|8|No
1418|31|Travel_Rarely|Sales|2|Life Sciences|1|Male|3|1|Sales Representative|3|Married|3067|0|No|19|3|1|3|2|2|1|2|No
1419|38|Travel_Frequently|Research & Development|6|Life Sciences|1|Male|2|2|Manufacturing Director|3|Married|5321|2|No|11|10|1|3|8|3|7|7|No
1420|42|Travel_Rarely|Research & Development|18|Life Sciences|4|Male|3|2|Research Scientist|1|Divorced|5410|6|Yes|17|9|3|2|4|3|1|2|No
1421|41|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|3|1|Research Scientist|4|Married|2782|3|No|22|12|3|3|5|3|1|0|No
1422|47|Non-Travel|Research & Development|1|Medical|3|Female|3|3|Research Director|2|Married|11957|0|No|18|14|3|1|13|8|5|12|No
1423|35|Travel_Rarely|Research & Development|11|Medical|4|Male|3|1|Laboratory Technician|3|Married|2660|7|Yes|11|5|3|3|2|2|2|2|No
1424|22|Travel_Rarely|Research & Development|1|Life Sciences|4|Male|3|1|Research Scientist|3|Single|3375|0|No|12|4|2|4|3|2|1|2|No
1425|35|Travel_Rarely|Research & Development|9|Medical|2|Male|3|2|Research Scientist|3|Single|5098|1|No|19|10|5|3|10|7|0|8|No
1426|33|Travel_Rarely|Research & Development|15|Medical|2|Female|3|2|Healthcare Representative|4|Married|4878|0|Yes|13|10|6|3|9|7|8|1|No
1427|32|Travel_Rarely|Research & Development|29|Life Sciences|3|Female|2|1|Laboratory Technician|2|Single|2837|1|No|13|6|3|3|6|2|4|1|No
1428|40|Travel_Rarely|Research & Development|1|Life Sciences|1|Male|3|1|Laboratory Technician|4|Married|2406|8|No|19|8|3|2|1|0|0|0|No
1429|32|Travel_Rarely|Sales|1|Medical|2|Male|2|1|Sales Representative|2|Married|2269|0|No|14|3|2|3|2|2|2|2|No
1430|39|Travel_Rarely|Research & Development|24|Life Sciences|1|Male|3|2|Research Scientist|4|Single|4108|7|No|13|18|2|3|7|7|1|7|No
1431|38|Travel_Rarely|Research & Development|10|Medical|2|Female|1|3|Research Director|3|Married|13206|3|No|12|20|3|3|18|16|1|11|No
1432|32|Travel_Rarely|Sales|1|Marketing|3|Female|3|3|Sales Executive|4|Married|10422|1|No|19|14|3|3|14|10|5|7|No
1433|37|Travel_Rarely|Research & Development|10|Life Sciences|3|Female|4|3|Research Director|4|Married|13744|1|Yes|25|16|2|3|16|11|6|8|No
1434|25|Travel_Rarely|Sales|8|Other|1|Female|3|2|Sales Executive|3|Divorced|4907|0|Yes|22|6|3|2|5|3|0|4|No
1435|52|Non-Travel|Sales|29|Life Sciences|1|Male|3|1|Sales Representative|4|Divorced|3482|2|No|15|16|3|2|9|8|0|0|No
1436|44|Travel_Rarely|Research & Development|1|Medical|2|Male|3|1|Research Scientist|4|Single|2436|6|Yes|12|6|2|3|4|3|1|2|No
1437|21|Travel_Rarely|Sales|5|Medical|3|Male|3|1|Sales Representative|1|Single|2380|1|Yes|11|2|6|3|2|2|1|2|No
1438|39|Non-Travel|Research & Development|9|Life Sciences|4|Male|3|5|Manager|4|Single|19431|2|No|13|21|3|2|6|0|1|3|No
1439|23|Travel_Frequently|Sales|9|Marketing|4|Male|3|1|Sales Representative|1|Married|1790|1|No|19|1|3|2|1|0|1|0|Yes
1440|36|Travel_Rarely|Sales|3|Medical|1|Female|2|3|Sales Executive|4|Married|7644|0|No|19|10|2|3|9|7|3|4|No
1441|36|Travel_Frequently|Research & Development|4|Life Sciences|4|Female|3|2|Manufacturing Director|2|Divorced|5131|7|No|13|18|3|3|4|2|0|2|No
1442|56|Non-Travel|Research & Development|1|Life Sciences|3|Male|3|2|Healthcare Representative|3|Divorced|6306|1|No|21|13|2|2|13|12|1|9|No
1443|29|Travel_Rarely|Research & Development|1|Medical|1|Male|3|1|Research Scientist|4|Married|4787|9|Yes|14|4|3|4|2|2|2|2|Yes
1444|42|Travel_Rarely|Research & Development|2|Life Sciences|1|Male|3|5|Manager|3|Married|18880|5|No|11|24|2|2|22|6|4|14|No
1445|56|Travel_Rarely|Research & Development|7|Technical Degree|4|Male|3|1|Laboratory Technician|3|Married|2339|8|No|11|14|4|1|10|9|9|8|Yes
1446|41|Travel_Rarely|Research & Development|28|Life Sciences|1|Female|2|4|Manufacturing Director|2|Married|13570|0|No|23|21|3|3|20|7|0|10|No
1447|34|Travel_Rarely|Sales|28|Marketing|4|Female|2|2|Sales Executive|3|Married|6712|1|No|21|8|2|3|8|7|1|7|No
1448|36|Non-Travel|Sales|15|Marketing|4|Male|1|2|Sales Executive|4|Divorced|5406|1|No|24|15|4|2|15|12|11|11|No
1449|41|Travel_Rarely|Sales|3|Life Sciences|3|Male|2|2|Sales Executive|2|Divorced|8938|2|No|11|14|5|3|5|4|0|4|No
1450|32|Travel_Rarely|Research & Development|2|Technical Degree|4|Male|3|1|Research Scientist|1|Single|2439|1|No|14|4|4|3|4|2|1|2|No
1451|35|Travel_Rarely|Human Resources|26|Life Sciences|3|Female|3|3|Human Resources|4|Single|8837|1|Yes|16|9|2|3|9|0|1|7|No
1452|38|Travel_Rarely|Sales|10|Life Sciences|1|Female|3|2|Sales Executive|4|Married|5343|1|No|11|10|1|3|10|7|1|9|No
1453|50|Travel_Frequently|Sales|1|Life Sciences|2|Male|3|2|Sales Executive|3|Divorced|6728|7|No|12|12|3|3|6|3|0|1|Yes
1454|36|Travel_Rarely|Sales|11|Marketing|2|Female|2|2|Sales Executive|4|Married|6652|4|No|13|8|2|2|6|3|0|0|No
1455|45|Travel_Rarely|Sales|20|Life Sciences|4|Female|3|2|Sales Executive|3|Single|4850|8|No|15|8|3|3|5|3|0|1|No
1456|40|Travel_Rarely|Research & Development|2|Life Sciences|3|Male|2|1|Research Scientist|3|Single|2809|2|No|14|8|2|3|2|2|2|2|No
1457|35|Travel_Frequently|Research & Development|18|Life Sciences|3|Male|3|2|Healthcare Representative|3|Married|5689|1|Yes|14|10|2|4|10|2|0|2|No
1458|40|Travel_Rarely|Research & Development|2|Medical|3|Female|3|1|Research Scientist|3|Married|2001|2|No|14|20|2|3|5|3|0|2|No
1459|35|Travel_Rarely|Research & Development|1|Life Sciences|3|Female|1|1|Research Scientist|4|Married|2977|1|No|12|4|5|3|4|3|1|1|No
1460|29|Travel_Rarely|Research & Development|13|Other|4|Male|2|2|Laboratory Technician|2|Married|4025|4|Yes|13|10|2|3|4|3|0|3|No
1461|29|Travel_Rarely|Research & Development|28|Medical|4|Female|2|1|Research Scientist|1|Single|3785|1|No|14|5|3|1|5|4|0|4|No
1462|50|Travel_Rarely|Sales|28|Marketing|4|Male|2|3|Sales Executive|1|Divorced|10854|4|Yes|13|20|3|3|3|2|2|0|Yes
1463|39|Travel_Rarely|Sales|24|Marketing|2|Female|2|4|Sales Executive|4|Married|12031|0|No|11|21|2|2|20|9|9|6|No
1464|31|Non-Travel|Research & Development|5|Medical|2|Male|3|2|Manufacturing Director|1|Single|9936|0|No|19|10|2|3|9|4|1|7|No
1465|26|Travel_Rarely|Sales|5|Other|4|Female|2|1|Sales Representative|3|Single|2966|0|No|18|5|2|3|4|2|0|0|No
1466|36|Travel_Frequently|Research & Development|23|Medical|3|Male|4|2|Laboratory Technician|4|Married|2571|4|No|17|17|3|3|5|2|0|3|No
1467|39|Travel_Rarely|Research & Development|6|Medical|4|Male|2|3|Healthcare Representative|1|Married|9991|4|No|15|9|5|3|7|7|1|7|No
1468|27|Travel_Rarely|Research & Development|4|Life Sciences|2|Male|4|2|Manufacturing Director|2|Married|6142|1|Yes|20|6|0|3|6|2|0|3|No
